stateFIPS,CongressionalDistrict,StateUpper,StateAbbreviation,Population2016,FracCDFromSLD,FracSLDFromCD
35,2,38,NM,50523.175,0.073,0.011
35,2,39,NM,11428.197,0.016,0.003
35,2,41,NM,53737.578,0.077,0.026
35,2,42,NM,53483.105,0.077,0.026
35,3,1,NM,42344.477,0.062,0.005
35,3,2,NM,42281.648,0.062,0.005
35,3,3,NM,46176.544,0.067,0.006
35,3,4,NM,37721.061,0.055,0.005
35,3,5,NM,49538.787,0.072,0.006
35,3,6,NM,50433.946,0.074,0.006
35,3,7,NM,49566.405,0.072,0.006
35,3,8,NM,40287.045,0.059,0.005
35,3,9,NM,31432.886,0.046,0.004
35,3,10,NM,14045.582,0.02,0.002
35,3,19,NM,4849.176,0.007,0.001
35,3,22,NM,47287.714,0.069,0.006
35,3,23,NM,22203.957,0.032,0.003
35,3,24,NM,51234.433,0.075,0.007
35,3,25,NM,51353.007,0.075,0.007
35,3,27,NM,23896.407,0.035,0.003
35,3,39,NM,28771.65,0.042,0.007
35,3,40,NM,51777.845,0.076,0.012
36,1,1,NY,314480.397,0.438,0.039
36,1,2,NY,225540.101,0.314,0.028
36,1,3,NY,175996.56,0.245,0.022
36,1,4,NY,1321.321,0.002,0
36,2,3,NY,138348.906,0.192,0.017
36,2,4,NY,313111.1,0.435,0.039
36,2,6,NY,111552.923,0.155,0.014
36,2,8,NY,157410.229,0.218,0.019
36,3,2,NY,89282.12,0.122,0.011
36,3,5,NY,317605.99,0.436,0.039
36,3,6,NY,28954.18,0.04,0.004
36,3,7,NY,167387.827,0.23,0.021
36,3,11,NY,121981.323,0.167,0.015
36,3,14,NY,3745.275,0.005,0
36,4,6,NY,179293.934,0.246,0.022
36,4,7,NY,129455.788,0.177,0.016
36,4,8,NY,160929.623,0.221,0.02
36,4,9,NY,259798.893,0.356,0.032
36,5,7,NY,23298.932,0.031,0.003
36,5,9,NY,60419.811,0.081,0.007
36,5,10,NY,322322.659,0.431,0.04
36,5,11,NY,25778.701,0.034,0.003
36,5,14,NY,260681.987,0.348,0.032
36,5,15,NY,55705.338,0.074,0.007
36,6,10,NY,507.249,0.001,0
36,6,11,NY,156235.786,0.208,0.019
36,6,12,NY,13568.123,0.018,0.002
36,6,13,NY,11464.87,0.015,0.001
36,6,14,NY,68362.504,0.091,0.008
36,6,15,NY,179741.803,0.239,0.022
36,6,16,NY,320750.711,0.427,0.039
36,7,10,NY,9807.16,0.013,0.001
36,7,12,NY,64734.367,0.086,0.008
36,7,15,NY,46265.279,0.062,0.006
36,7,17,NY,41936.029,0.056,0.005
36,7,18,NY,226821.527,0.302,0.028
36,7,19,NY,1304.76,0.002,0
36,7,20,NY,82125.379,0.109,0.01
36,7,21,NY,20155.032,0.027,0.002
36,7,22,NY,521.694,0.001,0
36,7,23,NY,1194.543,0.002,0
36,7,25,NY,60907.015,0.081,0.008
36,7,26,NY,189539.865,0.252,0.025
36,7,27,NY,6324.633,0.008,0.001
36,8,12,NY,3016.3,0.004,0
36,8,15,NY,46322.803,0.062,0.006
36,8,18,NY,67956.71,0.09,0.008
36,8,19,NY,263260.347,0.35,0.033
36,8,20,NY,5374.395,0.007,0.001
36,8,21,NY,34838.048,0.046,0.004
36,8,22,NY,16305.831,0.022,0.002
36,8,23,NY,91396.211,0.121,0.012
36,8,25,NY,224117.534,0.298,0.029
36,8,26,NY,600.421,0.001,0
36,9,17,NY,107323.106,0.142,0.013
36,9,19,NY,61778.255,0.082,0.008
36,9,20,NY,244232.678,0.324,0.03
36,9,21,NY,257859.709,0.342,0.032
36,9,22,NY,28525.233,0.038,0.004
36,9,23,NY,7381.396,0.01,0.001
36,9,25,NY,46268.085,0.061,0.006
36,10,17,NY,167596.11,0.224,0.02
36,10,20,NY,592.023,0.001,0
36,10,21,NY,20077.355,0.027,0.002
36,10,22,NY,110073.285,0.147,0.014
36,10,23,NY,15074.549,0.02,0.002
36,10,25,NY,344.297,0,0
36,10,26,NY,77341.494,0.103,0.01
36,10,27,NY,166220.106,0.222,0.022
36,10,29,NY,47120.693,0.063,0.006
36,10,30,NY,58007.934,0.078,0.008
36,10,31,NY,85390.839,0.114,0.012
36,11,17,NY,16736.203,0.023,0.002
36,11,19,NY,6092.381,0.008,0.001
36,11,22,NY,178163.305,0.242,0.023
36,11,23,NY,212695.387,0.288,0.027
36,11,24,NY,323676.592,0.439,0.042
36,12,12,NY,120977.284,0.162,0.015
36,12,15,NY,108.771,0,0
36,12,18,NY,37176.75,0.05,0.005
36,12,26,NY,63144.742,0.085,0.008
36,12,27,NY,156796.382,0.21,0.02
36,12,28,NY,329453.061,0.442,0.043
36,12,29,NY,37569.481,0.05,0.005
36,12,30,NY,330.639,0,0
36,12,31,NY,269.486,0,0
36,13,29,NY,50529.032,0.068,0.007
36,13,30,NY,269084.013,0.36,0.036
36,13,31,NY,242970.803,0.325,0.034
36,13,33,NY,103048.532,0.138,0.016
36,13,34,NY,25427.396,0.034,0.005
36,13,36,NY,55531.65,0.074,0.011
36,14,11,NY,29541.755,0.039,0.004
36,14,12,NY,131439.161,0.175,0.016
36,14,13,NY,321808.089,0.428,0.039
36,14,15,NY,5299.443,0.007,0.001
36,14,16,NY,12781.625,0.017,0.002
36,14,32,NY,33330.761,0.044,0.005
36,14,33,NY,14248.128,0.019,0.002
36,14,34,NY,187721.74,0.25,0.034
36,14,36,NY,15680.613,0.021,0.003
36,15,29,NY,195744.917,0.26,0.026
36,15,32,NY,299115.048,0.397,0.048
36,15,33,NY,215423.455,0.286,0.034
36,15,34,NY,44012.916,0.058,0.008
36,16,34,NY,76153.072,0.103,0.014
36,16,35,NY,199464.689,0.269,0.037
36,16,36,NY,260428.421,0.351,0.053
36,16,37,NY,206752.861,0.278,0.043
36,17,35,NY,115611.688,0.155,0.022
36,17,37,NY,87046.324,0.117,0.018
36,17,38,NY,311267.216,0.419,0.065
36,17,39,NY,54196.16,0.073,0.012
36,17,40,NY,175557.881,0.236,0.041
36,18,37,NY,22884.122,0.032,0.005
36,18,39,NY,226058.443,0.313,0.052
36,18,40,NY,110924.173,0.153,0.026
36,18,41,NY,210293.95,0.291,0.1
36,18,42,NY,153151.557,0.212,0.073
36,19,39,NY,18961.259,0.027,0.004
36,19,40,NY,22850.047,0.033,0.005
36,19,41,NY,96022.858,0.137,0.046
36,19,42,NY,143474.88,0.205,0.069
36,19,43,NY,125596.721,0.179,0.061
36,19,46,NY,155439.142,0.222,0.077
36,19,51,NY,131232.308,0.187,0.159
36,19,52,NY,6933.567,0.01,0.008
36,20,43,NY,109078.395,0.15,0.053
36,20,44,NY,295114.33,0.406,0.143
36,20,46,NY,136151.046,0.187,0.067
36,20,49,NY,185941.647,0.256,0.109
36,21,43,NY,60705.505,0.086,0.03
36,21,45,NY,298495.738,0.422,0.147
36,21,47,NY,73382.261,0.104,0.039
36,21,48,NY,170722.595,0.241,0.095
36,21,49,NY,104770.992,0.148,0.061
36,22,47,NY,219048.681,0.313,0.115
36,22,48,NY,44069.692,0.063,0.025
36,22,49,NY,2689.14,0.004,0.002
36,22,51,NY,113570.069,0.162,0.137
36,22,52,NY,237396.62,0.339,0.289
36,22,53,NY,83470.319,0.119,0.11
36,23,51,NY,27875.01,0.04,0.034
36,23,52,NY,38187.783,0.054,0.047
36,23,54,NY,90671.913,0.129,0.118
36,23,55,NY,1464.292,0.002,0.002
36,23,57,NY,254258,0.361,0.441
36,23,58,NY,291887.747,0.414,0.496
36,24,48,NY,74917.308,0.106,0.042
36,24,50,NY,292323.677,0.412,0.197
36,24,51,NY,12333.067,0.017,0.015
36,24,53,NY,205137.898,0.289,0.27
36,24,54,NY,125058.358,0.176,0.163
36,25,54,NY,42834.801,0.059,0.056
36,25,55,NY,248105.523,0.344,0.316
36,25,56,NY,282867.801,0.392,0.36
36,25,59,NY,42774.528,0.059,0.072
36,25,61,NY,70200.614,0.097,0.187
36,25,62,NY,34185.669,0.047,0.092
36,26,59,NY,44808.591,0.062,0.075
36,26,60,NY,186387.945,0.26,0.494
36,26,61,NY,114753.929,0.16,0.306
36,26,62,NY,79965.011,0.111,0.215
36,26,63,NY,291400.659,0.406,0.775
36,27,54,NY,32959.288,0.046,0.043
36,27,55,NY,43589.152,0.061,0.056
36,27,56,NY,9273.959,0.013,0.012
36,27,57,NY,27711.095,0.039,0.048
36,27,59,NY,212281.063,0.299,0.355
36,27,60,NY,106281.477,0.149,0.282
36,27,61,NY,105747.943,0.149,0.282
36,27,62,NY,173138.989,0.244,0.465
37,1,1,NC,11478,0.015,0.001
37,1,3,NC,152673.134,0.202,0.019
37,1,4,NC,145257.587,0.192,0.018
37,1,5,NC,60342.995,0.08,0.007
37,1,7,NC,24900.681,0.033,0.003
37,1,11,NC,27746.775,0.037,0.003
