StateFIPS,CongressionalDistrict,StateUpper,StateLower,StateAbbreviation,Population2016,CDInSLD,SLDInCD
1,5,3,7,AL,3213.095,0.005,0.009
1,5,3,8,AL,44915.601,0.063,0.096
1,5,3,9,AL,32056.249,0.045,0.069
1,5,3,10,AL,8872.705,0.012,0.027
1,5,3,11,AL,4300.727,0.006,0.011
1,5,6,1,AL,22340.38,0.031,0.993
1,5,6,3,AL,1635.075,0.002,0.036
1,5,6,18,AL,3007.263,0.004,0.011
1,5,7,10,AL,6078.262,0.009,0.1
1,5,7,19,AL,24896.244,0.035,0.082
1,5,7,20,AL,28148.077,0.039,0.102
1,5,7,21,AL,45915.877,0.064,0.194
1,5,7,22,AL,12853.802,0.018,0.14
1,5,7,53,AL,29138.553,0.041,0.568
1,5,8,10,AL,6947.194,0.01,0.26
1,5,8,20,AL,9792.814,0.014,0.04
1,5,8,22,AL,27395.285,0.038,0.143
1,5,8,23,AL,43285.893,0.061,0.06
1,5,9,10,AL,1782.644,0.003,0.08
1,5,9,20,AL,10898.437,0.015,0.039
1,5,9,22,AL,7897.156,0.011,0.024
1,6,5,14,AL,955.529,0.001,0.003
1,6,5,15,AL,8093.947,0.012,0.062
1,6,5,16,AL,9606.367,0.014,0.063
1,6,9,11,AL,5345.386,0.008,0.409
1,6,9,27,AL,852.644,0.001,0.004
1,6,9,34,AL,1672.069,0.002,0.123
1,6,11,41,AL,22420.93,0.032,0.282
1,6,11,49,AL,1824.595,0.003,1
1,6,11,73,AL,2564.15,0.004,0.048
1,6,14,15,AL,13710.413,0.02,0.315
1,6,14,41,AL,11390.225,0.016,0.168
1,6,14,42,AL,22854.999,0.033,0.267
1,6,14,43,AL,589.485,0.001,0.01
1,6,14,46,AL,1707.732,0.002,0.007
1,6,14,49,AL,45585.896,0.065,0.164
1,6,14,56,AL,842.347,0.001,0.023
1,6,14,72,AL,6205.457,0.009,0.536
1,6,14,73,AL,32939.884,0.047,0.55
1,6,14,81,AL,1703.553,0.002,0.047
1,6,15,41,AL,14872.071,0.021,0.307
1,6,15,43,AL,10836.369,0.016,0.033
1,6,15,44,AL,11116.783,0.016,0.045
1,6,15,45,AL,38023.596,0.054,0.319
1,6,15,46,AL,12833.529,0.018,0.144
1,6,15,48,AL,15087.426,0.022,0.108
1,6,15,52,AL,1107.772,0.002,0.035
1,6,15,73,AL,14090.41,0.02,0.354
1,6,16,15,AL,1685.697,0.002,1
1,6,16,43,AL,37366.21,0.054,0.46
1,6,16,46,AL,24261.81,0.035,0.244
1,6,16,47,AL,45651.025,0.065,0.26
1,6,16,48,AL,31279.54,0.045,0.241
1,6,16,52,AL,444.711,0.001,0.011
1,6,17,11,AL,7532.868,0.011,0.092
1,6,17,13,AL,5151.1,0.007,1
1,6,17,14,AL,4391.024,0.006,0.771
1,6,17,16,AL,2238.581,0.003,0.042
1,6,17,34,AL,32225.331,0.046,0.12
1,6,17,44,AL,20698.11,0.03,0.245
1,6,17,51,AL,44218.734,0.063,0.271
1,6,17,60,AL,4758.612,0.007,0.087
1,6,18,15,AL,3657.851,0.005,0.512
1,6,18,46,AL,6585.535,0.009,0.015
1,6,18,52,AL,2182.491,0.003,0.019
1,6,18,54,AL,8526.64,0.012,0.029
1,6,18,56,AL,1428.285,0.002,0.057
1,6,18,59,AL,6.01,0,0
1,6,19,15,AL,8061.896,0.012,0.512
1,6,19,16,AL,738.181,0.001,1
1,6,19,55,AL,5546.873,0.008,0.041
1,6,19,56,AL,3670.872,0.005,0.025
1,6,19,57,AL,17237.574,0.025,0.078
1,6,19,60,AL,3614.782,0.005,0.021
1,6,20,44,AL,13345.348,0.019,1
1,6,20,45,AL,8971.351,0.013,0.55
1,6,20,51,AL,926.482,0.001,0.009
1,6,20,54,AL,9718.546,0.014,0.143
1,6,20,58,AL,1184.895,0.002,0.003
1,6,20,59,AL,7632.209,0.011,0.057
1,6,20,60,AL,2877.603,0.004,0.012
1,6,30,33,AL,4267.612,0.006,0.094
1,6,30,35,AL,2390.56,0.003,0.137
1,6,30,42,AL,7380.05,0.011,0.159
1,6,30,81,AL,7657.154,0.011,0.181
1,7,14,56,AL,845.352,0.001,0.024
1,7,14,72,AL,2938.22,0.004,0.254
1,7,17,60,AL,476.763,0.001,0.009
1,7,18,15,AL,3489.582,0.005,0.488
1,7,18,52,AL,36971.141,0.054,0.329
1,7,18,54,AL,16115.78,0.024,0.055
1,7,18,55,AL,20030.041,0.029,0.137
1,7,18,56,AL,6350.158,0.009,0.253
1,7,18,57,AL,1850.961,0.003,0.237
1,7,18,58,AL,7707.329,0.011,0.465
1,7,18,59,AL,10418.666,0.015,0.18
1,7,18,60,AL,10154.243,0.015,0.053
1,7,19,15,AL,7698.315,0.011,0.488
1,7,19,52,AL,4449.117,0.007,0.06
1,7,19,55,AL,19477.157,0.029,0.143
1,7,19,56,AL,32006.199,0.047,0.218
1,7,19,57,AL,26054.678,0.038,0.119
1,7,19,60,AL,6879.004,0.01,0.04
1,7,20,54,AL,10781.246,0.016,0.159
1,7,20,55,AL,89.143,0,0.001
1,7,20,58,AL,36268.016,0.053,0.105
1,7,20,59,AL,27233.564,0.04,0.203
1,7,20,60,AL,16395.227,0.024,0.066
1,7,21,16,AL,3336.282,0.005,0.158
1,7,21,61,AL,16605.6,0.024,0.165
1,7,21,62,AL,42080.994,0.062,0.413
1,7,21,63,AL,26988.842,0.04,0.191
1,7,21,70,AL,2260.54,0.003,0.026
1,7,21,71,AL,2725.961,0.004,0.017
1,7,22,65,AL,8232.904,0.012,0.055
1,7,22,68,AL,411.679,0.001,0.005
1,7,23,65,AL,1493.943,0.002,0.009
1,7,23,67,AL,41145.201,0.061,0.122
1,7,23,68,AL,11166.489,0.016,0.053
1,7,23,69,AL,21344,0.031,0.105
1,7,23,71,AL,56.136,0,0.003
1,7,23,72,AL,8436.799,0.012,0.046
1,7,24,61,AL,3737.994,0.005,0.085
1,7,24,62,AL,3656.04,0.005,0.028
1,7,24,63,AL,668.104,0.001,0.004
1,7,24,65,AL,11246.533,0.017,0.44
1,7,24,68,AL,4579.744,0.007,0.021
1,7,24,70,AL,46410.432,0.068,0.279
1,7,24,71,AL,42554.587,0.063,0.122
1,7,24,72,AL,25118.47,0.037,0.217
1,7,25,69,AL,720.407,0.001,0.011
1,7,26,69,AL,5036.93,0.007,0.172
1,7,26,76,AL,23805.019,0.035,0.241
1,7,26,77,AL,8779.1,0.013,0.088
1,7,26,78,AL,12498.573,0.018,0.116
2,0,00A,1,AK,18275.322,0.025,1
2,0,00A,2,AK,18285.632,0.025,1
2,0,00A,5,AK,2.062,0,1
2,0,00B,3,AK,18220.68,0.025,1
2,0,00B,4,AK,18337.182,0.025,1
2,0,00C,5,AK,18389.762,0.025,1
2,0,00C,6,AK,18063.63,0.024,1
2,0,00D,7,AK,20760.42,0.028,1
2,0,00D,8,AK,20909.354,0.028,1
2,0,00E,9,AK,18869.494,0.025,1
2,0,00E,10,AK,20905.836,0.028,1
2,0,00F,11,AK,20775.665,0.028,1
2,0,00F,12,AK,19555.141,0.026,1
2,0,00G,13,AK,18063.634,0.024,1
2,0,00G,14,AK,18206.688,0.025,1
2,0,00H,14,AK,164.512,0,1
2,0,00H,15,AK,17892.991,0.024,1
2,0,00H,16,AK,18194.427,0.025,1
2,0,00I,17,AK,18185.23,0.025,1
2,0,00I,18,AK,18316.023,0.025,1
2,0,00J,19,AK,18077.94,0.024,1
2,0,00J,20,AK,18104.507,0.024,1
2,0,00K,21,AK,18026.849,0.024,1
2,0,00K,22,AK,18142.314,0.024,1
2,0,00L,23,AK,18197.492,0.025,1
2,0,00L,24,AK,18088.158,0.024,1
2,0,00M,25,AK,18315.001,0.025,1
2,0,00M,26,AK,18078.962,0.024,1
2,0,00N,27,AK,18063.634,0.024,1
2,0,00N,28,AK,18165.816,0.024,1
2,0,00O,29,AK,19036.627,0.026,1
2,0,00O,30,AK,19031.347,0.026,1
2,0,00P,31,AK,18978.544,0.026,1
2,0,00P,32,AK,18162.299,0.024,1
2,0,00Q,33,AK,18243.56,0.025,1
2,0,00Q,34,AK,18341.954,0.025,1
2,0,00R,35,AK,17555.012,0.024,1
2,0,00R,36,AK,18472.473,0.025,1
2,0,00S,37,AK,17628.218,0.024,1
2,0,00S,38,AK,18547.978,0.025,1
2,0,00T,39,AK,18615.995,0.025,1
2,0,00T,40,AK,17644.895,0.024,1
4,1,1,1,AZ,69.475,0,0
4,1,6,6,AZ,161957.49,0.216,0.201
4,1,7,7,AZ,208460.741,0.278,0.265
4,1,8,8,AZ,131151.845,0.175,0.147
4,1,9,9,AZ,1112.343,0.001,0.001
4,1,11,11,AZ,202275.54,0.269,0.243
4,1,14,14,AZ,42383.327,0.056,0.051
4,1,27,27,AZ,3328.044,0.004,0.005
4,2,2,2,AZ,74830.748,0.103,0.053
4,2,3,3,AZ,33766.307,0.047,0.036
4,2,9,9,AZ,219929.875,0.303,0.29
4,2,10,10,AZ,218812.348,0.301,0.265
4,2,11,11,AZ,5613.55,0.008,0.007
4,2,14,14,AZ,172907.234,0.238,0.207
4,3,2,2,AZ,134113.072,0.178,0.094
4,3,3,3,AZ,178349.174,0.237,0.192
4,3,4,4,AZ,191711.291,0.255,0.209
4,3,11,11,AZ,20787.24,0.028,0.025
4,3,13,13,AZ,58472.982,0.078,0.067
4,3,19,19,AZ,138060.467,0.184,0.169
4,3,29,29,AZ,30318.102,0.04,0.043
4,4,1,1,AZ,158592.613,0.21,0.072
4,4,5,5,AZ,223889.648,0.296,0.273
4,4,6,6,AZ,61895.477,0.082,0.077
4,4,8,8,AZ,98825.874,0.131,0.111
4,4,12,12,AZ,2577.379,0.003,0.003
4,4,13,13,AZ,107369.674,0.142,0.123
4,4,16,16,AZ,96353.194,0.128,0.115
4,4,22,22,AZ,4585.231,0.006,0.005
4,4,23,23,AZ,1247.183,0.002,0.002
4,5,12,12,AZ,243899.822,0.309,0.285
4,5,16,16,AZ,148561.48,0.188,0.177
4,5,17,17,AZ,167379.267,0.212,0.176
4,5,25,25,AZ,212992.588,0.27,0.252
4,5,26,26,AZ,16631.327,0.021,0.019
4,6,1,1,AZ,17194.894,0.022,0.008
4,6,15,15,AZ,192414.072,0.244,0.237
4,6,20,20,AZ,159254.794,0.202,0.188
4,6,23,23,AZ,232280.57,0.294,0.311
4,6,24,24,AZ,8556.874,0.011,0.011
4,6,26,26,AZ,6995.117,0.009,0.008
4,6,28,28,AZ,140893.862,0.179,0.147
4,6,30,30,AZ,31659.768,0.04,0.042
4,7,18,18,AZ,4.446,0,0
4,7,19,19,AZ,92125.902,0.117,0.113
4,7,24,24,AZ,119769.565,0.152,0.148
4,7,26,26,AZ,9079.313,0.012,0.01
4,7,27,27,AZ,216230.594,0.274,0.317
4,7,29,29,AZ,189189.404,0.24,0.271
4,7,30,30,AZ,163065.259,0.207,0.218
4,8,1,1,AZ,58409.727,0.074,0.027
4,8,4,4,AZ,26034.107,0.033,0.028
4,8,13,13,AZ,64287.715,0.081,0.074
4,8,15,15,AZ,46508.135,0.059,0.057
4,8,20,20,AZ,83253.342,0.105,0.099
4,8,21,21,AZ,240368.361,0.304,0.276
4,8,22,22,AZ,235416.312,0.298,0.259
4,8,29,29,AZ,15108.475,0.019,0.022
4,8,30,30,AZ,20293.954,0.026,0.027
4,9,17,17,AZ,78473.586,0.099,0.082
4,9,18,18,AZ,243070.59,0.308,0.288
4,9,23,23,AZ,3709.313,0.005,0.005
4,9,24,24,AZ,101389.736,0.128,0.125
4,9,25,25,AZ,32436.757,0.041,0.038
4,9,26,26,AZ,204791.416,0.259,0.231
4,9,27,27,AZ,7418.626,0.009,0.011
4,9,28,28,AZ,102250.092,0.13,0.107
4,9,30,30,AZ,15924.368,0.02,0.021
5,1,17,64,AR,2899.157,0.004,0.072
5,1,17,99,AR,4279.991,0.006,0.161
5,1,17,100,AR,28030.134,0.039,1
5,1,18,61,AR,7007.141,0.01,0.048
5,1,18,62,AR,5619.989,0.008,0.029
5,1,18,64,AR,25973.006,0.036,0.156
5,1,18,66,AR,13140.782,0.018,0.641
5,1,18,83,AR,4766.59,0.007,1
5,1,18,99,AR,561.919,0.001,0.014
5,1,18,100,AR,652.83,0.001,0.015
5,1,19,47,AR,2146.083,0.003,0.043
5,1,19,52,AR,2560.897,0.004,0.034
5,1,19,56,AR,2587.73,0.004,0.018
5,1,19,60,AR,8357.038,0.012,0.048
5,1,19,61,AR,14858.666,0.021,0.09
5,1,19,62,AR,23346.46,0.032,0.204
5,1,19,63,AR,29830.142,0.041,0.375
5,1,20,53,AR,3452.37,0.005,0.047
5,1,20,56,AR,25875.578,0.036,0.224
5,1,20,57,AR,30815.957,0.043,0.475
5,1,20,60,AR,19963.461,0.028,0.08
5,1,20,61,AR,6605.751,0.009,0.056
5,1,21,52,AR,5835.888,0.008,0.066
5,1,21,53,AR,21941.095,0.03,0.188
5,1,21,58,AR,31796.7,0.044,0.302
5,1,21,59,AR,32655.951,0.045,0.144
5,1,22,52,AR,17654.923,0.024,0.188
5,1,22,53,AR,5624.093,0.008,0.312
5,1,22,54,AR,28450.299,0.039,0.776
5,1,22,55,AR,25281.681,0.035,0.353
5,1,23,47,AR,18492.975,0.026,0.156
5,1,23,48,AR,9366.483,0.013,0.186
5,1,23,49,AR,24901.828,0.034,0.296
5,1,23,50,AR,4659.195,0.006,0.078
5,1,23,52,AR,4599.73,0.006,0.31
5,1,24,12,AR,14672.767,0.02,1
5,1,24,48,AR,14658.21,0.02,0.051
5,1,24,49,AR,1862.402,0.003,0.037
5,1,24,50,AR,22591.144,0.031,0.36
5,1,24,51,AR,26909.884,0.037,0.052
5,1,24,55,AR,995.301,0.001,0.006
5,1,25,10,AR,251.139,0,0.087
5,1,25,11,AR,5321.741,0.007,1
5,1,25,12,AR,10126.97,0.014,0.08
5,1,25,13,AR,226.969,0,0.094
5,1,25,14,AR,3007.083,0.004,1
5,1,25,16,AR,1542.326,0.002,0.082
5,1,25,48,AR,409.079,0.001,0.003
5,1,26,10,AR,6593.604,0.009,0.541
5,1,26,11,AR,17431.699,0.024,0.821
5,1,26,12,AR,1143.215,0.002,1
5,1,28,12,AR,463.514,0.001,0.179
5,1,28,13,AR,23692.1,0.033,0.838
5,1,28,14,AR,17383.65,0.024,0.911
5,1,28,47,AR,769.295,0.001,0.024
5,1,28,48,AR,2593.473,0.004,0.416
5,1,29,13,AR,3222.766,0.004,0.053
5,1,29,14,AR,6539.574,0.009,1
5,1,29,43,AR,30721.942,0.043,1
5,1,29,44,AR,14275.269,0.02,0.455
5,2,13,23,AR,4972.277,0.007,1
5,2,13,27,AR,1922.643,0.003,0.01
5,2,13,28,AR,16521.435,0.022,0.736
5,2,14,22,AR,6415.091,0.008,0.129
5,2,14,23,AR,6366.332,0.008,0.092
5,2,14,31,AR,954.119,0.001,0.003
5,2,15,21,AR,229.898,0,1
5,2,15,31,AR,7406.804,0.01,0.168
5,2,15,39,AR,12794.691,0.017,0.097
5,2,15,40,AR,10255.259,0.013,0.101
5,2,15,65,AR,28042.034,0.037,0.92
5,2,15,66,AR,9207.495,0.012,1
5,2,15,67,AR,11395.131,0.015,1
5,2,15,68,AR,635.508,0.001,1
5,2,15,70,AR,1583.883,0.002,0.129
5,2,15,73,AR,1958.959,0.003,0.049
5,2,16,66,AR,12.499,0,0
5,2,16,68,AR,5098.484,0.007,0.082
5,2,18,44,AR,10793.78,0.014,0.088
5,2,18,45,AR,950.218,0.001,0.006
5,2,18,47,AR,2202.778,0.003,0.267
5,2,18,66,AR,5636.905,0.007,0.275
5,2,18,67,AR,4.318,0,1
5,2,18,68,AR,2642.982,0.003,1
5,2,23,13,AR,130.604,0,0.001
5,2,23,45,AR,10861.692,0.014,0.032
5,2,23,46,AR,540.925,0.001,0.002
5,2,23,47,AR,4654.423,0.006,0.039
5,2,28,13,AR,908.055,0.001,0.032
5,2,28,45,AR,12587.305,0.017,1
5,2,28,46,AR,26897.137,0.035,1
5,2,29,39,AR,261.997,0,0.011
5,2,29,40,AR,10579.533,0.014,1
5,2,29,41,AR,87.332,0,1
5,2,29,42,AR,3445.001,0.005,0.043
5,2,29,44,AR,4684.722,0.006,0.149
5,2,29,45,AR,4981.447,0.007,1
5,2,29,46,AR,2038.238,0.003,1
5,2,29,67,AR,5984.144,0.008,0.159
5,2,30,14,AR,3399.794,0.004,1
5,2,30,27,AR,994.56,0.001,0.099
5,2,30,29,AR,4557.717,0.006,0.384
5,2,30,33,AR,2274.749,0.003,0.05
5,2,30,34,AR,905.173,0.001,1
5,2,30,36,AR,26282.902,0.035,1
5,2,30,37,AR,29568.65,0.039,0.64
5,2,30,38,AR,334.945,0,0.031
5,2,30,39,AR,1694.246,0.002,0.026
5,2,30,42,AR,12972.437,0.017,0.279
5,2,31,29,AR,26414.414,0.035,0.846
5,2,31,30,AR,28500.114,0.037,1
5,2,31,32,AR,2282.968,0.003,1
5,2,31,33,AR,588.722,0.001,0.025
5,2,31,34,AR,24012.263,0.032,0.196
5,2,31,36,AR,4010.092,0.005,1
5,2,32,31,AR,3630.967,0.005,1
5,2,32,32,AR,20679.253,0.027,0.032
5,2,32,33,AR,26094.881,0.034,1
5,2,32,34,AR,4540.25,0.006,0.307
5,2,32,35,AR,29784.412,0.039,0.611
5,2,33,23,AR,21243.269,0.028,0.646
5,2,33,27,AR,30148.377,0.04,0.926
5,2,33,28,AR,15468.69,0.02,0.747
5,2,33,30,AR,1277.106,0.002,0.207
5,2,33,31,AR,20215.304,0.027,1
5,2,33,32,AR,6258.127,0.008,0.129
5,2,34,37,AR,88.36,0,0.002
5,2,34,38,AR,29832.702,0.039,0.816
5,2,34,39,AR,15218.418,0.02,0.371
5,2,34,41,AR,29828.592,0.039,0.484
5,2,34,42,AR,13429.648,0.018,1
5,2,35,40,AR,10662.224,0.014,0.286
5,2,35,65,AR,237.658,0,0.004
5,2,35,66,AR,1286.634,0.002,0.005
5,2,35,67,AR,13727.695,0.018,0.317
5,2,35,70,AR,30548.817,0.04,0.095
5,2,35,72,AR,31498.789,0.041,0.331
5,3,1,87,AR,6946.732,0.009,1
5,3,1,90,AR,14865.745,0.019,0.222
5,3,1,91,AR,26134.957,0.033,0.482
5,3,1,92,AR,3951.284,0.005,0.09
5,3,1,93,AR,34097.04,0.043,0.277
5,3,1,94,AR,5415.804,0.007,0.047
5,3,1,95,AR,4615.277,0.006,0.064
5,3,2,80,AR,19977.661,0.025,0.765
5,3,2,81,AR,986.024,0.001,0.075
5,3,2,84,AR,509.858,0.001,1
5,3,2,85,AR,2798.602,0.004,1
5,3,2,86,AR,368.355,0,1
5,3,2,87,AR,20642.141,0.026,1
5,3,2,91,AR,7894.4,0.01,0.124
5,3,2,92,AR,29863.354,0.038,0.305
5,3,2,95,AR,14131.735,0.018,0.225
5,3,3,90,AR,19294.311,0.024,1
5,3,3,94,AR,28775.759,0.036,1
5,3,3,95,AR,15393.205,0.019,1
5,3,3,96,AR,34210.234,0.043,0.364
5,3,4,80,AR,3367.98,0.004,0.258
5,3,4,84,AR,26228.471,0.033,0.427
5,3,4,85,AR,30104.063,0.038,1
5,3,4,86,AR,32562.385,0.041,1
5,3,4,88,AR,710.881,0.001,1
5,3,5,79,AR,1116.721,0.001,0.03
5,3,5,80,AR,5391.986,0.007,0.035
5,3,5,81,AR,14555.18,0.018,0.206
5,3,5,83,AR,1006.28,0.001,1
5,3,5,84,AR,899.551,0.001,1
5,3,5,97,AR,15934.274,0.02,0.659
5,3,5,98,AR,5542.093,0.007,0.131
5,3,7,80,AR,1100.574,0.001,1
5,3,7,81,AR,5806.088,0.007,1
5,3,7,84,AR,5615.172,0.007,1
5,3,7,87,AR,6549.537,0.008,0.243
5,3,7,88,AR,32607.307,0.041,1
5,3,7,89,AR,32907.157,0.041,0.398
5,3,7,97,AR,9348.139,0.012,1
5,3,8,21,AR,8144.588,0.01,0.042
5,3,8,74,AR,942.105,0.001,0.93
5,3,8,75,AR,11276.809,0.014,1
5,3,8,76,AR,24955.124,0.031,0.944
5,3,8,77,AR,29387.187,0.037,1
5,3,8,78,AR,8885.467,0.011,1
5,3,9,21,AR,1485.823,0.002,0.007
5,3,9,74,AR,1.016,0,0
5,3,9,75,AR,5075.759,0.006,1
5,3,9,76,AR,4343.645,0.005,1
5,3,9,78,AR,20482.41,0.026,1
5,3,9,79,AR,28325.112,0.036,0.776
5,3,9,80,AR,2500.812,0.003,0.052
5,3,9,81,AR,9.046,0,1
5,3,16,68,AR,21507.881,0.027,0.344
5,3,16,69,AR,3497.032,0.004,0.051
5,3,16,71,AR,30281.444,0.038,0.561
5,3,16,73,AR,4929.513,0.006,0.116
5,3,16,83,AR,12551.064,0.016,0.136
5,3,16,98,AR,3901.223,0.005,1
5,3,17,64,AR,86.267,0,0.002
5,3,17,83,AR,6245.132,0.008,0.195
5,3,17,98,AR,19759.404,0.025,1
5,3,17,99,AR,22259.596,0.028,0.839
5,3,18,99,AR,1965.942,0.002,0.048
5,4,5,69,AR,120.938,0,1
5,4,5,75,AR,13124.919,0.018,1
5,4,5,81,AR,9527.812,0.013,0.135
5,4,5,82,AR,12166.332,0.017,0.763
5,4,5,97,AR,5308.249,0.007,0.219
5,4,6,21,AR,438.132,0.001,0.005
5,4,6,69,AR,26055.062,0.037,0.861
5,4,6,73,AR,21113.868,0.03,0.481
5,4,6,74,AR,22663.332,0.032,1
5,4,6,82,AR,12280.338,0.017,1
5,4,8,74,AR,71.141,0,0.07
5,4,9,21,AR,12580.618,0.018,0.062
5,4,9,74,AR,5117.368,0.007,0.06
5,4,9,82,AR,3768.317,0.005,0.106
5,4,10,3,AR,19433.254,0.027,1
5,4,10,4,AR,3040.934,0.004,0.075
5,4,10,18,AR,1673.041,0.002,0.029
5,4,10,19,AR,27353.653,0.039,0.104
5,4,10,20,AR,25482.175,0.036,0.033
5,4,10,21,AR,3699.688,0.005,0.061
5,4,11,1,AR,29382.082,0.041,1
5,4,11,2,AR,17009.375,0.024,1
5,4,11,3,AR,3087.77,0.004,1
5,4,11,4,AR,25532.508,0.036,1
5,4,11,5,AR,4242.543,0.006,0.059
5,4,11,20,AR,2174.964,0.003,0.032
5,4,12,2,AR,12360.337,0.017,0.243
5,4,12,3,AR,5836.689,0.008,0.283
5,4,12,5,AR,15006.926,0.021,0.093
5,4,12,6,AR,9287.47,0.013,0.787
5,4,12,7,AR,1332.217,0.002,0.116
5,4,12,8,AR,5838.262,0.008,0.195
5,4,12,10,AR,1361.239,0.002,0.166
5,4,12,15,AR,9997.615,0.014,0.116
5,4,12,18,AR,18706.007,0.026,0.404
5,4,13,15,AR,10341.617,0.015,0.455
5,4,13,18,AR,4934.189,0.007,0.324
5,4,13,21,AR,831.393,0.001,1
5,4,13,22,AR,672.017,0.001,0.001
5,4,13,24,AR,8913.871,0.013,0.015
5,4,13,25,AR,8476.349,0.012,0.03
5,4,13,26,AR,29506.979,0.042,0.093
5,4,14,18,AR,4664.53,0.007,0.32
5,4,14,21,AR,1483.107,0.002,0.022
5,4,14,22,AR,22787.675,0.032,0.458
5,4,14,24,AR,20379.783,0.029,0.246
5,4,14,25,AR,21551.245,0.03,0.158
5,4,16,83,AR,4057.554,0.006,0.044
5,4,25,10,AR,2651.991,0.004,0.913
5,4,25,15,AR,7184.699,0.01,1
5,4,25,16,AR,17208.556,0.024,0.918
5,4,25,17,AR,26218.815,0.037,0.7
5,4,26,8,AR,16158.442,0.023,1
5,4,26,9,AR,28560.747,0.04,1
5,4,26,10,AR,5589.263,0.008,0.459
5,4,26,11,AR,3788.39,0.005,0.179
5,4,27,5,AR,7906.58,0.011,1
5,4,27,6,AR,19086.754,0.027,1
5,4,27,7,AR,25563.93,0.036,1
5,4,27,8,AR,5368.674,0.008,1
5,4,27,10,AR,10226.839,0.014,0.29
5,4,27,15,AR,1605.331,0.002,0.157
5,4,27,16,AR,8189.254,0.012,0.427
5,4,27,17,AR,0.904,0,0
6,1,1,1,CA,408736.101,0.577,0.186
6,1,1,5,CA,1782.347,0.003,0.003
6,1,1,6,CA,4099.834,0.006,0.005
6,1,4,1,CA,20312.578,0.029,0.191
6,1,4,3,CA,272145.369,0.384,0.362
6,1,4,6,CA,1437.235,0.002,0.005
6,2,2,2,CA,365127.243,0.508,0.257
6,2,2,10,CA,292253.633,0.407,0.608
6,2,3,10,CA,60864.985,0.085,0.187
6,3,2,4,CA,33328.62,0.045,0.038
6,3,3,4,CA,195378.743,0.264,0.329
6,3,3,9,CA,4570.745,0.006,0.01
6,3,3,11,CA,257479.831,0.348,0.64
6,3,3,14,CA,2.13,0,0
6,3,4,3,CA,207974.542,0.281,0.277
6,3,4,4,CA,11306.512,0.015,0.012
6,3,4,7,CA,28774.77,0.039,0.044
6,3,5,9,CA,9.607,0,0
6,3,6,7,CA,104.608,0,0
6,4,1,1,CA,38300.68,0.052,0.017
6,4,1,5,CA,143679.686,0.196,0.28
6,4,1,6,CA,213312.324,0.291,0.286
6,4,4,6,CA,139458.793,0.19,0.468
6,4,8,5,CA,182940.635,0.249,0.684
6,4,8,23,CA,15704.758,0.021,0.022
6,5,2,2,CA,105887.586,0.144,0.074
6,5,2,4,CA,57397.551,0.078,0.065
6,5,2,10,CA,95240.398,0.129,0.198
6,5,3,4,CA,190321.106,0.258,0.32
6,5,3,10,CA,34177.878,0.046,0.105
6,5,3,14,CA,188050.867,0.255,0.57
6,5,7,14,CA,2.164,0,0
6,5,9,14,CA,9549.339,0.013,0.078
6,5,9,15,CA,56490.97,0.077,0.108
6,6,4,7,CA,56807.674,0.076,0.088
6,6,4,8,CA,41293.615,0.055,0.087
6,6,6,7,CA,410042.786,0.546,0.973
6,6,6,8,CA,65277.749,0.087,0.329
6,6,6,9,CA,177177.734,0.236,0.421
6,7,1,6,CA,146318.269,0.195,0.196
6,7,1,8,CA,8534.12,0.011,0.449
6,7,4,8,CA,202911.39,0.27,0.428
6,7,5,9,CA,595.627,0.001,0.002
6,7,6,8,CA,133094.919,0.177,0.671
6,7,6,9,CA,214050.045,0.285,0.509
6,7,8,8,CA,44166.075,0.059,0.049
6,7,8,9,CA,645.796,0.001,0.005
6,8,8,5,CA,13981,0.019,0.052
6,8,8,26,CA,18144,0.025,0.424
6,8,16,33,CA,84989.323,0.115,0.539
6,8,16,42,CA,72214.215,0.098,0.913
6,8,20,47,CA,63.092,0,0
6,8,21,33,CA,349678.738,0.475,0.901
6,8,23,33,CA,58805.032,0.08,0.469
6,8,23,36,CA,19900.313,0.027,0.996
6,8,23,40,CA,60292.955,0.082,0.122
6,8,23,42,CA,58582.106,0.08,0.2
6,8,25,41,CA,164.04,0,0
6,9,3,9,CA,30.956,0,0
6,9,5,9,CA,103250.396,0.137,0.278
6,9,5,12,CA,57751.911,0.077,0.112
6,9,5,13,CA,398487.327,0.528,0.519
6,9,7,11,CA,194929.881,0.258,0.756
6,9,7,14,CA,80.074,0,0
6,10,5,12,CA,285937.161,0.385,0.555
6,10,5,13,CA,95901.625,0.129,0.125
6,10,5,21,CA,59399.138,0.08,0.196
6,10,8,12,CA,145149.234,0.195,0.839
6,10,8,21,CA,7461.473,0.01,0.039
6,10,12,21,CA,149473.689,0.201,0.26
6,11,3,14,CA,53792.268,0.071,0.163
6,11,7,11,CA,48785.492,0.064,0.189
6,11,7,14,CA,250606.046,0.329,0.51
6,11,7,16,CA,206454.013,0.271,0.296
6,11,9,14,CA,585.404,0.001,0.005
6,11,9,15,CA,200375.98,0.263,0.383
6,12,11,17,CA,505617.048,0.665,0.855
6,12,11,19,CA,254596.836,0.335,0.485
6,13,9,15,CA,252859.724,0.33,0.484
6,13,9,18,CA,504086.223,0.657,0.587
6,13,10,18,CA,8263.226,0.011,0.145
6,13,10,20,CA,1660.5,0.002,0.002
6,14,11,19,CA,244394.511,0.326,0.465
